AccountID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
66309,62840,EDUCATION,Kento1622,student,4,本日の講義で特に印象に残っていることは、Pythonの基礎の単元についてだ。基本的な使い方や変数のコードとして記載した例についてデータサイエンスを初めて触れる身としては、新鮮な体験だった。
66305,62834,EDUCATION,yassan8888,student,3,Pythonや統計の基礎を見直すことができた。またわからなくなったら何回でも見直し、これからの課題に取り組んでいきたい。
66304,62833,EDUCATION,SAITOMadoka,student,4,Pythonについて、基礎から学ぶことができました。
66302,62888,EDUCATION,United_Kingdam,student,5,データ分析を行う時にどのような手順で分析を進めていく全体像をつかむことができた
66296,62823,EDUCATION,DaiAoki_127,student,5,データサイエンスとは何か、具体的には構造化データと非構造化データというデータの種類、データサイエンスの流れ（データの理解→データの前処理→モデル構築→モデル評価）をやるということ。Pythonの基礎、具体的には基本文法、データサイエンスや機械学習の分野でよく使われるライブラリについて。
66292,61776,OTHER,Meiya0209,student,5,ゼロスタートですので事前学習の動画やを通じて、大前提を学ぶことができ大変勉強になりました。\n動画ひとつひとつも非常に丁寧でわかりやすかったです。\nまた、Pythonについては実際に動画を一時停止しつつGoogle Colabを使ってトライすることで理解を深めることができました。\nそのほか、AIやLLMについても単語を知っている程度でしたが、分類・回帰というカテゴリを知ることができました。
66288,62819,EDUCATION,funabashi,student,5,データサイエンスの全体像が「データ理解→前処理→モデル構築→評価」という循環型プロセスで整理され、例えば売上予測ではその過程で回帰分析を行うのが適切であるといったことを学んだ。また、Pythonの代表的な関数や、メソッドの概念についても学んで理解することができた。
66287,62806,EDUCATION,MAXryogo,student,5,・データサイエンス\nデータは、構造化データと非構造化データに分けられる。「データの理解→データの前処理→モデル構築→モデル評価」が大まかな流れである。\n・Python\nメゾットは、自身に対する処理を実行するコードのことである。各ライブラリの用途と特徴を学んだ。
66286,62810,EDUCATION,KeioUniversity,student,5,Pythonの基本的なコマンドについて学び、Google Colaboratoryを用いて、実践をした。算術演算子や比較演算子をPythonで使えるようになった。
66280,62812,EDUCATION,yuuu2003,student,4,データの理解、データの前処理、モデルの構築、モデルの評価。それぞれの概要が概ね理解できた。pythonの基礎的なことが概ね理解できた。算術演算子、比較演算子の記号を覚えた。pythonでの変数の用い方がわかった。データ型の確かめ方がわかった。リスト、二次元リストの用い方がわかった。関数の用い方、主要な組み込み関数を覚えた。メソッドの用い方がわかった。オブジェクト、ライブラリ、ライブラリのインポートについてわかった。
66279,62796,EDUCATION,SugarBaron,student,4,google colaboratory上でpythonを扱うための基礎的なプログラミングを教えていただきました。B4の卒業研究で主に画像処理を中心にpythonを扱ってきましたが、統計や機械学習において主に使用する基本的なプログラムやパッケージ等を学習することができたので、これからの自身の研究などに応用していきたいと思います。
