アカウントID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
66928,63648,EDUCATION,keserasera,student,4,数学の知識以上にプログラミングの組み立て方を理解することが重要だと学んだ。また、入力を簡略化できることも理解したが、初学者のうちは丁寧に手順を踏んで入力することを意識したい。
66926,63646,EDUCATION,km9956aab34,student,,
66925,63644,EDUCATION,suisweet,student,,
66924,63645,EDUCATION,yuki920902,student,,
66922,63643,EDUCATION,doorcutt,student,,
66920,63653,EDUCATION,seitonko2,student,4,データサイエンスの流れとPythonの基本的な内容が理解できた
66919,63640,EDUCATION,K_H_01_10,student,,
66918,63639,EDUCATION,iichinana,student,,
66917,63652,EDUCATION,sotakeymod,student,,
66916,63638,EDUCATION,homikami,student,,
66915,63642,EDUCATION,KurumiA-ru,student,4,データサイエンスとは何であるかということやその流れ。データサイエンスに必要なPythonの基本。標準偏差など統計的考え方の基本、機械学習の具体的な手法の種類。
66914,63636,EDUCATION,naoya4869,student,,
66913,63635,EDUCATION,Yutarosan,student,4,データ分析やモデル構築に必要な基礎的なコーディング、理論について学んだ。特に、身についたと感じたのは演習部分で実装経験を積むことができた部分である。ただ、変数名から考察すると、ときどき、これからどのようにデータフレームをマージしていくのか理解している前提で名付けられていたため、最終的にはモデル構築までの流れをある程度理解している状態で作業に取りかかる必要があると予想できた。
66912,63634,EDUCATION,sk2460207,student,,
66911,63099,OTHER,Diocletianus,student,3,データ分析について、これまでの漫然とした経験を再整理できました。
66910,63632,EDUCATION,Takuuuuuu,student,,
66908,63629,EDUCATION,nagi1852,student,5,データサイエンティストに必要な知識を学び得ることができた。また、統計学の基礎知識を見返すことができた。
66907,63628,EDUCATION,harinezumi,student,5,機械学習について、データサイエンスやPythonなどの基礎的な部分から学んだ。
66906,63630,EDUCATION,daikiofkeiouniv,student,,
66905,63626,EDUCATION,Junya2Hatano,student,,
66904,63625,EDUCATION,FrogRibbityHyla,student,,
66903,63654,EDUCATION,kanaya-nii,student,3,データサイエンスの基本的な考え、モデル構築・評価の流れについて学んだ。Pythonについては知っている範囲であったが、type()関数など見落としていた部分を知ることが出来た。
66902,63620,EDUCATION,YuseiHam,student,,
66901,63621,EDUCATION,Puririne,student,4,コードの基礎的なワードを知れたこと。
66900,63619,EDUCATION,ichiro_miyamoto,student,,
66899,63615,EDUCATION,RisaTanaka,student,,
66898,63616,EDUCATION,ao0l39ol,student,,
66897,63614,EDUCATION,AkaT2022,student,,
66896,63612,EDUCATION,nozomumiyaki,student,,
66895,63618,EDUCATION,shusukemiura,student,4,データサイエンスとはどういうものなのか。そしてデータをどのように活用するべきなのかなどの単にプログラミング学習するだけではない基礎的な大切なことを学ぶことができた。またpythonの基礎的な部分を学ぶことができた。
66894,63609,EDUCATION,Pockydesu,student,,
66893,63608,EDUCATION,SNIFF6969,student,,
66892,63610,EDUCATION,Haru__03,student,,
66891,63605,EDUCATION,shu100101,student,,
66890,63602,EDUCATION,RummySweets,student,,
66889,63603,EDUCATION,europa_minyo456,student,,
66887,63598,EDUCATION,eva870420,student,,
66886,63594,EDUCATION,matsudako,student,,
66884,63592,EDUCATION,AkitoNakamura,student,,
66883,63589,EDUCATION,Sara0313,student,5,pythonの基礎を実践しながら効率よく学習できた。学校で学んだ統計についての知識の再確認もでき、機械学習について大まかに理解することができた。
66882,63587,EDUCATION,Otsuka0827,student,,
66881,63586,EDUCATION,MahiroTanizu,student,,
66880,63584,EDUCATION,yutakeics,student,,
66879,63580,EDUCATION,Kimura_3lab,student,,
66878,63581,EDUCATION,shuuuu12002,student,5,今回は事前の学習ということで、データサイエンスの大まかな流れについて、またPythonの基礎とその実践を行なった。また、データを統計的に処理するために基本的な統計学の知識を深めた。ヒストグラムや平均値・中央値の定義を理解するとともにPythonを用いて計算を行なった。
66877,63582,EDUCATION,yutas285,student,,
66876,63577,EDUCATION,tomoya1214,student,,
66875,63599,EDUCATION,shoryoma24,student,,
66874,63576,EDUCATION,shiroironos,student,,
66873,63574,EDUCATION,Yusuke_Ichikawa,student,,
66872,63600,EDUCATION,mirai6622,student,5,データサイエンスとはどんなものか、という概要から学び始めることができたので良かったです。また、pythonの説明も非常にわかりやすく、これからの学習がより一層楽しみになりました。
66871,63571,EDUCATION,mryotaro,student,,
66870,63568,EDUCATION,ykurumi2003,student,4, 
66869,63564,EDUCATION,Canon1948,student,,
66868,63562,EDUCATION,Hoki_0707,student,,
66866,63561,EDUCATION,yamamura,student,,
66865,63559,EDUCATION,taruto0000,student,,
66863,63558,EDUCATION,SakumaYuya,student,,
66861,63555,EDUCATION,canzakiteru,student,,
66860,63554,EDUCATION,zoo6o7yo,student,,
66858,63547,EDUCATION,kanatakayasu,student,,
66857,63544,EDUCATION,akiohashi0423,student,5,データサイエンスとは、大量のデータを分析して新しい価値を生み出す学問分野である。データサイエンスの流れは、1. データの理解2. データの前処理3. モデル構築4. モデル評価を行きつ戻りつして進む。Python については、関数やメソッド、オブジェクトやライブラリについて学んだ。
66856,63696,EDUCATION,LapaNikita,student,,
66855,63540,EDUCATION,buiii0102,student,,
66854,63539,EDUCATION,Abe09abe,student,,
66853,63536,EDUCATION,harukantyos,student,,
66852,63784,EDUCATION,MIYUMIYU1234,student,,
66851,63570,EDUCATION,potepoteto,student,,
66848,63669,EDUCATION,Me_qqq_39,student,,
66847,63545,EDUCATION,miho_ams,student,,
66844,63885,EDUCATION,akachin55387,student,,
66843,63588,EDUCATION,ishikawasr,student,,
66842,63870,EDUCATION,Miu573467,student,,
66841,63659,EDUCATION,naomiru32,student,,
66840,63692,EDUCATION,BongHaoJie,student,,
66839,63899,EDUCATION,takatsuki2021,student,,
66837,63543,EDUCATION,hachibee_703,student,3,初期設定と使い方
66835,63546,EDUCATION,IseyaKenzi14,student,,
66834,63572,EDUCATION,SosukeMatsueda,student,,
66833,63887,EDUCATION,Yu_ki475,student,,
66832,63688,EDUCATION,saku_0607,student,,
66831,63906,EDUCATION,aoe20254,student,,
66830,63591,EDUCATION,Mutsukasii,student,,
66829,63560,EDUCATION,watawatawata,student,,
66828,63534,EDUCATION,ayaka_57,student,4,Pythonの使い方を学ぶことが出来た。初めて見るツールだったため初めはよく分からなかったが、大まかな使用方法は学ぶことが出来た。
66827,63541,EDUCATION,ktn_style,student,,
66826,63532,EDUCATION,5pot11ght,student,,
66824,63746,EDUCATION,miyamatsu,student,,
66823,63542,EDUCATION,kappy713,student,5,データサイエンスの基礎やPythonの基礎やその実践、基本的な統計知識、機械学習について学ぶことができた。機械学習では強化学習、教師あり学習、教師なし学習の基本的な手法について学び、その応用としてLLMの構築などの大まかな手法についても学ぶことができた。
66822,63533,EDUCATION,Leeeeena,student,,
66821,63531,EDUCATION,Genchan24,student,4,データ分析をしていくにあたって
66818,63528,EDUCATION,momijiyashiki,student,,
66817,63526,EDUCATION,yukari22,student,,
66815,63524,EDUCATION,n4gi__ht,student,,
66814,63521,EDUCATION,akak1225,student,,
66813,63520,EDUCATION,Kawakenti,student,,
66812,63519,EDUCATION,shogotakemura,student,,
66811,63517,EDUCATION,YoshimuraS,student,,
66810,63515,EDUCATION,genki2331,student,,
66809,63514,EDUCATION,DAIKIHASHIMOTO,student,,
66808,63567,EDUCATION,Yuuchin1105,student,,
66807,63509,EDUCATION,KaijiMotoyama,student,,
66806,63508,EDUCATION,ma2ma2amy,student,,
66805,63504,EDUCATION,StudentRintaro,student,5,本日の講義では、Pythonの基礎について学びました。プログラミング文法や演算、条件分岐、関数の使い方など、データサイエンスの基礎となる知識を体系的に理解することができました。今後の機械学習やデータ分析の応用に向けて、重要な基礎力が身についたと感じます
66804,63506,EDUCATION,yamane43,student,5,データサイエンスとは、大量のデータを分析して、新しい価値(役立つ情報や新しい知識)を生み出す学問分野や技術分野のことである。データの種類には構造化データと非構造化データにわけられる。データサイエンスの流れはデータの理解、前処理、モデル構築、モデル評価にわけられ、それらを繰り返して分析の目的達成を目指す。
66803,63501,EDUCATION,hakunkooo,student,,
66801,63502,EDUCATION,NautilusClover,student,,
66800,63503,EDUCATION,ryota_ar,student,5,データサイエンスとPythonについての基礎を学ぶことができた
66799,63499,EDUCATION,okumukomuko,student,,
66798,63500,EDUCATION,Hiromi244,student,,
66797,63497,EDUCATION,hina_yoshimoto,student,,
66796,63090,OTHER,JaJsemHonza,student,,
66795,63494,EDUCATION,Mikionigiri,student,,
66794,63492,EDUCATION,LenHamada,student,,
66793,63495,EDUCATION,Haruruka,student,,
66792,63496,EDUCATION,Vidzshan,student,,
66791,63489,EDUCATION,eurekahaseee,student,,
66790,63486,EDUCATION,powderfreaker,student,,
66789,63483,EDUCATION,uuuka041,student,4,Pythonの使い方や、データサイエンスに関する基礎知識。
66788,63481,EDUCATION,yomogi0331,student,,
66787,63482,EDUCATION,ryotakei,student,,
66783,63708,EDUCATION,Syosinsya,student,,
66782,63487,EDUCATION,deepriding1,student,,
66781,63485,EDUCATION,Akibaka12,student,5,データサイエンスに関わる仕事に就きたいと漠然と思っていましたが、色んな活かした方があってあらゆる分野に精通していることがわかりました。これからもっと知っていきたいです。
66779,63476,EDUCATION,ritsuki36,student,,
66778,63493,EDUCATION,ibuki0622,student,,
66777,63479,EDUCATION,HayashidaReika,student,5,GCI事前学習では以下のことを学習しました。\n・データサイエンスとはなにか\n・Pythonの入門的な知識\n・機械学習の工程\n・データ理解に必要な統計の知識\n・機械学習の分類とそれぞれの特徴
66776,63473,EDUCATION,1234321ono,student,,
66775,63470,EDUCATION,YuukawaKouhei,student,,
66774,63472,EDUCATION,zzy12345,student,,
66773,63468,EDUCATION,taichyooo,student,,
66772,63474,EDUCATION,nonanona,student,,
66771,63465,EDUCATION,MayuO162,student,,
66770,63467,EDUCATION,Kosuke1325,student,,
66769,63469,EDUCATION,metasan779,student,,
66768,63466,EDUCATION,Turtle08,student,,
66767,63461,EDUCATION,araishota,student,,
66766,63607,EDUCATION,HirakawaTakumi,student,,
66763,63464,EDUCATION,o1192296,student,,
66762,63478,EDUCATION,haya6187,student,4,データサイエンスについての知識を得ただけでなく、その流れをも理解できるようになりました。特に、モデル構築の際にデータ分割をすることで実際にモデルがパターンを理解できているか否かを確認できることは、この事前学習で学ぶ前は知らなかったので、良い学習となりました。また、その分割方法の中でもホールドアウト法と、K分割交差検証法のメリットデメリットを知れたので、今後使っていこうと思います。
66760,63794,EDUCATION,Yoonseul,student,,
66759,63529,EDUCATION,karani0401,student,,
66758,63460,EDUCATION,sukinanoka7,student,5,昨日参加させていただいたため、この講義の動画をまだ視聴出来ていないのですが、この後、1回目講義と一緒に視聴してこれから頑張っていこうと思います。
66755,63548,EDUCATION,newtchan,student,,
66753,63480,EDUCATION,cocosugar48,student,5,データの種類には構造化データと非構造化データがあり、行列で管理できるものと画像音声などのデータとして分けられる。データサイエンスの流れはデータの理解→前処理→モデル構築→モデル評価。pythonの基礎として、算術演算子\n比較演算子、変数、リスト、関数、ライブラリについて学んだ。
66752,63457,EDUCATION,ta1yo1022,student,5,全体的にデータサイエンスの土台を学んだ。この学習を通して、データサイエンスの基本的な概念と用語、データサイエンスでのPythonの使い方を学ぶことができた。
66750,63463,EDUCATION,KeioHSTakara,student,,
66749,63525,EDUCATION,soma0906,student,,
66748,63551,EDUCATION,orichalcun1,student,,
66747,63453,EDUCATION,nagaminedesu,student,4,python経験者でも未経験者でも、1からわかりやすく教えていただけることがわかった。隙間時間を有効活用していくことに力をいれたい。
66746,63088,OTHER,KarinOta,student,,
66745,63452,EDUCATION,leeseo07,student,,
66744,63513,EDUCATION,YotaroTomiie,student,5,データサイエンスの全体像と基礎的な知識、Pythonの基礎的な文法等を学びました。そして必要な統計学の知識と、機械学習についての概要を掴むことができました。\n
66743,63512,EDUCATION,OniOnichi,student,,
66742,63462,EDUCATION,hiroki4771,student,5,Pythonの基本的な文法と機械学習に用いる基本的なモデルやその使用方法の学習を行った。
66741,63781,EDUCATION,TUmasa2025,student,,
66740,63454,EDUCATION,sasa02ho,student,,
66739,63451,EDUCATION,kouki0630,student,,
66738,63449,EDUCATION,Rell0M4ttosu,student,5,データサイエンスの全体的な流れやpytonの基礎知識を学び、自身が持っていた知識とのすり合わせを行うことが出来た。\n
66737,63604,EDUCATION,daichikk,student,,
66736,63641,EDUCATION,takeyazadaze,student,,
66735,63444,EDUCATION,catoryutarow3609,student,,
66734,63445,EDUCATION,kamehota,student,,
66733,63456,EDUCATION,florally,student,,
66732,63458,EDUCATION,mamoru_tanada,student,,
66728,63579,EDUCATION,akiha23103,student,,
66727,63575,EDUCATION,seiyashinozaki,student,5,この講義ではデータサイエンスの流れ、Python、統計、機械学習など、データサイエンティストとしての頭の使い方を学んでいく。データサイエンスとは大量のデータを分析し、役立つ情報や新しい知識を生み出す学問分野で、売り上げ予測などに使われる。Pythonはプログラム言語のひとつであり、google colab上などで用意に利用できる。
66726,63446,EDUCATION,Mameta77,student,,
66724,63443,EDUCATION,08Mauriah,student,,
66723,63442,EDUCATION,Hall1895,student,,
66722,63441,EDUCATION,Amano333,student,4,1章では、データサイエンスの全体像や基本的な流れについて理解を深めました。2章ではpythonの基本的な操作方法を学びました。
66721,63437,EDUCATION,TaikiIkeda0705,student,,
66720,63078,OTHER,ErinaShimizu,student,,
66719,63432,EDUCATION,y62h34yh,student,,
66718,63431,EDUCATION,tanaka1sei,student,4,優秀生になるにはどんなことをすればいいのか、コンペはどのようなものかを知ることができ、これからの流れをつかみ取ることができた。質問に回答されていくなかで気になっていたことが知れた。
66717,63818,EDUCATION,Yokoyama_,student,5,データサイエンスの全体像や基本的な流れを理解し、Pythonの特徴や基本操作を学んだ。
66716,63430,EDUCATION,mam2000ki,student,,
66714,63424,EDUCATION,applefrog,student,,
66713,63423,EDUCATION,brooklyn_said,student,,
66712,63421,EDUCATION,IoNikita,student,,
66711,63420,EDUCATION,syo246ma,student,,
66710,63418,EDUCATION,QuokkaYF,student,,
66709,63422,EDUCATION,NishinoAtaru,student,,
66708,63415,EDUCATION,Anko0501,student,,
66707,63058,OTHER,nariken0914,student,4,今後の講義に必要な基礎知識について理解した。特に統計学・機械学習・pythonの使用法などの概要について再認識した。
66706,63414,EDUCATION,miya110mire,student,,
66705,63787,EDUCATION,bupuhu1110,student,,
66704,63057,OTHER,Senichi_Sato,student,5,今回の講座全体で学ぶことの事前知識について理解を深めることができました。
